,Unnamed: 0,news_outlet,provenance,title,language,article_length,number_subheaders,forbidden_pattern,sentiment_score,author_person,author_organization
2082,2082,opposition24,https://opposition24.com/propagandataktiken-um-den-widerstand-der-europaeer-gegen-die-massenmigration-zu-brechen/,"Propagandataktiken, um den Widerstand der Europäer gegen die Massenmigration zu brechen",de,415,0,False,-0.921009600162506,Maria Schneider,
2083,2083,opposition24,https://opposition24.com/amerikanische-ureinwohner-als-vorbild-um-deutschlands-kolonialisierung-zu-stoppen/,"Amerikanische Ureinwohner als Vorbild, um Deutschlands Kolonialisierung zu stoppen",de,1108,0,False,-0.0043140519410371,Maria Schneider,
2084,2084,opposition24,https://opposition24.com/frauentage-dienen-der-bereicherung-alter-weisser-versagerinnen/,"Frauentage dienen der Bereicherung alter, weißer Versagerinnen",de,1428,0,False,-0.0199751090258359,Maria Schneider,
2085,2085,opposition24,https://opposition24.com/internationale-wochen-gegen-rassismus-in-heidelberg-deutsche-finanzieren-migranten-profitieren-teil-2/,"Internationale Wochen gegen Rassismus in Heidelberg: Deutsche finanzieren, Migranten profitieren | Teil 2",de,404,0,False,-0.0212580412626266,Maria Schneider,
2086,2086,pi_news,http://www.pi-news.net/2019/09/bekanntmachung-klima-kriegsrecht-in-kraft/,Bekanntmachung: Klima-Kriegsrecht in Kraft!,de,777,4,False,-0.0729389265179634,,PI
2087,2087,pi_news,http://www.pi-news.net/2019/07/neue-sicherheitssituation-in-deutschland-weg-mit-dem-pressekodex/,Neue Sicherheitssituation in Deutschland – weg mit dem Pressekodex!,de,1151,4,False,-0.0437860079109668,,Eugen Prinz
2088,2088,pi_news,http://www.pi-news.net/2019/05/mordversuch-in-regensburg-14-jaehriger-syrer-sticht-auf-landsmann-ein/,Mordversuch in Regensburg: 14-jähriger Syrer sticht auf Landsmann ein,de,534,1,False,-0.0301445629447698,,PI
2089,2089,pi_news,http://www.pi-news.net/2020/03/das-schwere-erbe-der-generation-klima-huepf/,Das schwere Erbe der Generation „Klima-Hüpf“,de,493,0,False,-0.0162358172237873,,libero3.1
2090,2090,pi_news,http://www.pi-news.net/2019/05/das-schweigen-der-hausverbots-linken-in-der-roten-muenchner-stadtregierung/,Das Schweigen der Hausverbots-Linken in der roten Münchner Stadtregierung,de,973,0,False,-0.0074257380329072,,byzanz
2091,2091,pi_news,http://www.pi-news.net/2020/03/unsere-linken-studenten-die-corona-umweltsaeue/,Unsere linken Studenten: Die Corona-Umweltsäue,de,521,4,False,-0.0038463389500975,,Eugen Prinz
2092,2092,pi_news,http://www.pi-news.net/2019/05/professor-verteidigt-eskalierende-tuerkische-hochzeitskorsos/,Professor verteidigt eskalierende türkische Hochzeitskorsos,de,464,2,False,-0.0182417277246713,,PI
2093,2093,pi_news,http://www.pi-news.net/2019/05/italien-kriminalitaet-drastisch-zurueckgegangen/,Italien: Kriminalität drastisch zurückgegangen,de,387,0,False,-0.0295342523604631,,PI
2094,2094,pi_news,http://www.pi-news.net/2019/05/neue-idee-der-merkel-regierung-miete-zahlen-fuer-fluechtlinge/,Neue Idee der Merkel-Regierung: Miete zahlen für „Flüchtlinge“,de,448,1,False,-0.0078054419718682,,PI
2095,2095,pi_news,http://www.pi-news.net/2020/03/koennen-schutzsuchende-zur-gemeinnuetzigen-arbeit-verpflichtet-werden/,Können „Schutzsuchende“ zur gemeinnützigen Arbeit verpflichtet werden?,de,430,1,False,-0.026303231716156,,PI
2096,2096,pi_news,http://www.pi-news.net/2019/03/uni-frankfurt-loescht-unliebsamen-professor-aus-vorlesungsverzeichnis/,Uni Frankfurt löscht unliebsamen Professor aus Vorlesungsverzeichnis,de,509,0,False,-0.8756799101829529,,PI
2097,2097,pi_news,http://www.pi-news.net/2019/02/blieskastel-erheblich-vorbestrafter-ersticht-schwippschwager/,Blieskastel: „Erheblich Vorbestrafter“ ersticht Schwippschwager,de,495,3,False,-0.0158730279654264,,PI
2098,2098,pi_news,http://www.pi-news.net/2020/10/gabor-steingart-der-migrations-heuchler/,Gabor Steingart – der Migrations-Heuchler,de,161,0,False,-0.0040328698232769,,libero3.1
2099,2099,pi_news,http://www.pi-news.net/2019/11/bremen-nigerianer-schaechtet-freundin-mit-buschmesser/,Bremen: Nigerianer schächtet Freundin mit Buschmesser,de,1005,5,False,-0.0384301394224166,,PI
2100,2100,pi_news,http://www.pi-news.net/2019/05/heidelberg-14-jaehrige-jugendliche-ueberfallen-12-jaehrige/,Heidelberg: 14-jährige „Jugendliche“ überfallen 12-Jährige,de,473,1,False,-0.0031523192301392,,PI
2101,2101,pi_news,http://www.pi-news.net/2019/05/relotius-reloaded-in-muenchen-juedisches-afd-mitglied-wird-medial-diffamiert/,Relotius reloaded in München: Jüdisches AfD-Mitglied wird medial diffamiert,de,1493,0,False,-0.3117531538009643,,byzanz
2102,2102,pi_news,http://www.pi-news.net/2019/05/blut-samstag-in-nuernberg-das-geplante-messerverbot-tut-bitter-not/,Blut-Samstag in Nürnberg: Geplantes Messerverbot tut bitter Not,de,810,6,False,-0.0189417712390422,,Eugen Prinz
2103,2103,pi_news,http://www.pi-news.net/2020/04/ein-erfuellungsgehilfe-namens-who/,Ein Erfüllungsgehilfe namens WHO,de,801,6,False,-0.7065719366073608,,libero3.1
2104,2104,pi_news,http://www.pi-news.net/2019/05/vor-eu-wahl-facebook-zensur-schlaegt-auch-in-italien-radikal-zu/,Vor EU-Wahl: Facebook-Zensur schlägt auch in Italien radikal zu,de,510,0,False,-0.9653953313827516,,PI
2105,2105,pi_news,http://www.pi-news.net/2019/08/muenchen-notgeiler-afghane-fordert-per-notrufsaeule-frau-fuer-sex-an/,München: Notgeiler Afghane fordert per Notrufsäule Frau für Sex an,de,663,2,False,-0.0169420670717954,,Eugen Prinz
2106,2106,pi_news,http://www.pi-news.net/2019/09/merkel-propagandafilm-fand-kaum-interesse/,Merkel-Propagandafilm fand kaum Interesse,de,1016,0,False,-0.842616617679596,,PI
2107,2107,pi_news,http://www.pi-news.net/2019/08/werte-union-freund-feind-oder-doch-nur-opportunist/,"Werte-Union: Freund, Feind oder doch nur Opportunist?",de,1440,9,False,-0.8832246661186218,,PI
2108,2108,pi_news,http://www.pi-news.net/2019/08/vera-lengsfeld-von-sachsen-ging-schon-einmal-eine-revolution-aus/,Vera Lengsfeld: Von Sachsen ging schon einmal eine Revolution aus!,de,975,1,False,-0.0195631477981805,,PI
2109,2109,pi_news,http://www.pi-news.net/2020/10/linke-tobt-lafontaine-stellt-die-soziale-frage/,Linke tobt: Lafontaine stellt die soziale Frage,de,383,0,False,-0.8309969305992126,,libero3.1
2110,2110,pi_news,http://www.pi-news.net/2019/09/merkels-italien-wird-fuer-deutschland-teuer/,Merkels Italien wird für Deutschland teuer,de,521,0,False,-0.8794850707054138,,PI
2111,2111,pi_news,http://www.pi-news.net/2019/05/reil-hin-palmer-her-hart-aber-fair-bild-aber-leer/,"Reil hin, Palmer her: Hart aber Fair, BILD aber leer!",de,1260,6,False,-0.0221582520753145,,PI
2112,2112,pi_news,http://www.pi-news.net/2019/08/fakten-aus-sicherheitsrisiko-islam-erreichen-deutschen-bundestag/,Fakten aus „Sicherheitsrisiko Islam“ erreichen Deutschen Bundestag,de,274,0,False,-0.0082375947386026,,PI
2113,2113,pi_news,http://www.pi-news.net/2019/09/mit-den-zuwanderern-kamen-die-spuckhauben/,Mit den Zuwanderern kamen die Spuckhauben,de,721,3,False,-0.0262267962098121,,Eugen Prinz
2114,2114,pi_news,http://www.pi-news.net/2020/10/eugh-weitet-hartz-iv-anspruch-fuer-eu-auslaender-in-deutschland-aus/,EUGH weitet Hartz IV-Anspruch für EU-Ausländer in Deutschland aus,de,293,0,False,-0.0026245692279189,,Manfred Rouhs
2115,2115,pi_news,http://www.pi-news.net/2020/10/sarrazin-einwanderung-zum-nachteil-der-indigenen-bevoelkerung/,Sarrazin: Einwanderung zum Nachteil der indigenen Bevölkerung,de,184,0,False,-0.0014726058579981,,libero3.1
2116,2116,pi_news,http://www.pi-news.net/2019/05/hannover-rtl-bachelor-kandidatin-von-amadou-fast-vergewaltigt/,Hannover: RTL-Bachelor-Kandidatin von „Amadou“ fast vergewaltigt,de,571,1,False,-0.0167093891650438,,PI
2117,2117,pi_news,http://www.pi-news.net/2020/10/migrantenviertel-werden-zu-hotspots-medien-und-politik-schweigen/,Migrantenviertel werden zu Hotspots – Medien und Politik schweigen,de,327,1,False,-6.460691656684503e-05,,PI
2118,2118,pi_news,http://www.pi-news.net/2020/06/abgrenzung-fuer-deutschland/,Abgrenzung für Deutschland,de,515,1,False,-0.0191006436944007,,libero3.1
2119,2119,pi_news,http://www.pi-news.net/2020/10/political-correctness-schlaegt-selbst-im-radsport-zu/,Political Correctness schlägt selbst im Radsport zu,de,1080,6,False,-0.0559535697102546,,PI
2120,2120,pi_news,http://www.pi-news.net/2020/09/pforzheim-internationale-solidaritaet-mit-gewalttaetigem-tuerken/,Pforzheim: „Internationale Solidarität“ mit gewalttätigem Türken,de,319,0,False,-0.9429600834846495,,libero3.1
2121,2121,pi_news,http://www.pi-news.net/2019/08/polizisten-gemischte-gefuehle-bei-einsaetzen-in-ankerzentren/,Polizisten: „Gemischte Gefühle“ bei Einsätzen in Ankerzentren,de,397,2,False,-0.0408347845077514,,Eugen Prinz
2122,2122,pi_news,http://www.pi-news.net/2020/05/sieht-so-quarantaene-in-muenchner-asylheim-wegen-corona-ausbruch-aus/,Sieht so „Quarantäne“ in Münchner Asylheim wegen Corona-Ausbruch aus?,de,519,0,False,-0.0072213448584079,,byzanz
2123,2123,pi_news,http://www.pi-news.net/2020/06/muenchen-staatsanwalt-ermittelt-nach-tod-eines-afghanen/,München: Staatsanwalt ermittelt nach Tod eines Afghanen,de,327,0,False,-0.0170234125107526,,Manfred Rouhs
2124,2124,pi_news,http://www.pi-news.net/2020/05/sparkassenverband-als-williger-helfer-der-kieler-landesregierung/,Sparkassenverband als williger Helfer der Kieler Landesregierung,de,966,4,False,-0.0141660515218973,,libero3.1
2125,2125,pi_news,http://www.pi-news.net/2020/06/migration-in-deutschland-die-kritische-masse-ist-erreicht/,Migration in Deutschland: Die kritische Masse ist erreicht,de,543,3,False,-0.0258345995098352,,Eugen Prinz
2126,2126,pi_news,http://www.pi-news.net/2020/05/bald-kommt-die-grosse-zeit-der-afd-wenn-sie-zur-geschlossenheit-findet/,Bald kommt die große Zeit der AfD – wenn sie zur Geschlossenheit findet,de,892,4,False,-0.8759015202522278,,Eugen Prinz
2127,2127,pi_news,http://www.pi-news.net/2020/02/viele-fachkraefte-in-integrationskursen-sind-analphabeten/,Viele „Fachkräfte“ in Integrationskursen sind Analphabeten,de,383,0,False,-0.0140582509338855,,PI
2128,2128,pi_news,http://www.pi-news.net/2020/05/ein-schiff-voller-schutzsuchender/,Ein Schiff voller Schutzsuchender,de,487,0,False,-0.0111858742311596,,PI
2129,2129,pi_news,http://www.pi-news.net/2019/12/merkel-auf-der-jagd-nach-noch-mehr-fachkraeften-aus-aller-welt/,Merkel auf der Jagd nach noch mehr „Fachkräften“ aus aller Welt,de,427,0,False,-0.0273539666086435,,PI
2130,2130,pi_news,http://www.pi-news.net/2020/10/der-stachel-im-mainstream/,Der Stachel im Mainstream,de,1187,6,False,-0.0136618958786129,,libero3.1
2131,2131,pi_news,http://www.pi-news.net/2019/07/theresienwiese-sieben-dunkelhaeutige-wollen-radfahrerin-vergewaltigen/,Theresienwiese: Sieben Dunkelhäutige wollen Radfahrerin vergewaltigen,de,399,2,False,-0.0080764181911945,,PI
2132,2132,pi_news,http://www.pi-news.net/2019/07/lengsfeld-verfassungsschutz-erklaert-grundgesetz-fuer-verfassungsfeindlich/,Lengsfeld: Verfassungsschutz erklärt Grundgesetz für verfassungsfeindlich!,de,617,0,False,-0.0230269581079483,,PI
2133,2133,pi_news,http://www.pi-news.net/2020/06/georg-restle-der-vom-buerger-zwangsbezahlte-chefpropagandist/,Georg Restle – der vom Bürger zwangsbezahlte Chefpropagandist,de,505,2,False,-0.2435881197452545,,Eugen Prinz
2134,2134,pi_news,http://www.pi-news.net/2020/08/akif-pirincci-da-sprach-der-linke-haeuptling-der-indianer/,Akif Pirinçci: Da sprach der linke Häuptling der Indianer,de,855,0,False,-0.7313522100448608,,libero3.1
2135,2135,pi_news,http://www.pi-news.net/2020/01/brisante-statistik-aus-nrw-zeigt-deutschland-messerland/,Brisante Statistik aus NRW zeigt: Deutschland = Messerland,de,643,5,False,-0.0049363654106855,,Eugen Prinz
2136,2136,pi_news,http://www.pi-news.net/2019/10/die-destabilisierung-deutschlands-nun-ist-sie-halt-da/,Die Destabilisierung Deutschlands – nun ist sie halt da!,de,890,3,False,-0.0550916977226734,,PI
2137,2137,pi_news,http://www.pi-news.net/2020/08/daenemark-debatte-ueber-rassistische-aeusserungen-der-regierungschefin/,Dänemark: Debatte über „rassistische“ Äußerungen der Regierungschefin,de,586,2,False,-0.9325730800628662,,PI
2138,2138,pi_news,http://www.pi-news.net/2020/02/merz-wird-die-afd-nicht-stoppen/,Merz wird die AfD nicht stoppen,de,423,0,False,-0.9261924028396606,,libero3.1
2139,2139,pi_news,http://www.pi-news.net/2019/04/sea-watch-simuliert-flucht-im-wellenbad/,Sea-Watch simuliert „Flucht“ im Wellenbad,de,527,0,False,-0.014191785827279,,PI
2140,2140,pi_news,http://www.pi-news.net/2019/04/wenn-der-jugendliche-fast-50-jahre-alt-ist/,Wenn der Jugendliche fast 50 Jahre alt ist…,de,381,0,False,-0.0199041031301021,,PI
2141,2141,pi_news,http://www.pi-news.net/2019/09/das-leid-mit-der-leitkultur/,Das Leid mit der Leitkultur,de,1064,6,False,-0.0060454881750047,,PI
2142,2142,pi_news,http://www.pi-news.net/2020/10/ferda-ataman-wiedervereinigung-hat-voelkischen-beigeschmack/,Ferda Ataman: Wiedervereinigung hat „völkischen Beigeschmack“,de,591,2,False,-0.0134390788152813,,libero3.1
2143,2143,pi_news,http://www.pi-news.net/2019/01/ingolstadt-fluechtlinge-mit-bleiberecht-ruinieren-sechs-neue-wohnhaeuser/,Ingolstadt: Flüchtlinge mit Bleiberecht ruinieren sechs neue Wohnhäuser,de,654,3,False,-0.0093488804996013,,Eugen Prinz
2144,2144,pi_news,http://www.pi-news.net/2019/10/linke-eu-posten-schutz-der-europaeischen-lebensweise-faschistisch/,Linke: EU-Posten „Schutz der europäischen Lebensweise“ faschistisch,de,850,3,False,-0.006807280704379,,PI
2145,2145,pi_news,http://www.pi-news.net/2019/10/extinction-rebellion-der-klima-angriff-auf-die-autofahrer/,Extinction Rebellion – der Klima-Angriff auf die Autofahrer,de,705,4,False,-0.0036576245911419,,Eugen Prinz
2146,2146,pi_news,http://www.pi-news.net/2020/03/pi-news-praesentiert-das-portrait-eines-nazis-und-idioten/,PI-NEWS präsentiert: Das Portrait eines „Nazis“ und „Idioten“,de,622,1,False,-0.8812441229820251,,Eugen Prinz
2147,2147,pi_news,http://www.pi-news.net/2020/03/wettkampf-um-die-klugen/,Wettkampf um die Klugen,de,419,0,False,-0.024094570428133,,libero3.1
2148,2148,pi_news,http://www.pi-news.net/2019/10/der-westen-verraet-syrien-die-kurden-und-sich-selbst/,"Der Westen verrät Syrien, die Kurden und sich selbst",de,341,0,False,-0.8096542358398438,,kewil
2149,2149,pi_news,http://www.pi-news.net/2019/10/schon-wieder-ard-und-zdf-versagen-klaeglich/,Schon wieder: ARD und ZDF versagen kläglich,de,409,0,False,-0.0340575948357582,,PI
2150,2150,pi_news,http://www.pi-news.net/2019/10/massen-von-fluechtlingen-stehen-bereit/,Massen von „Flüchtlingen“ stehen bereit,de,744,0,False,-0.0195401199162006,,PI
2151,2151,pi_news,http://www.pi-news.net/2019/10/9-oktober-2019-ein-dunkler-tag-fuer-deutschland/,9. Oktober 2019 – ein dunkler Tag für Deutschland!,de,617,3,False,-0.8601992726325989,,Eugen Prinz
2152,2152,pi_news,http://www.pi-news.net/2019/11/halle-afghane-toetet-seine-verlobte-mit-34-messerstichen/,Halle: Afghane tötet seine Verlobte mit 34 Messerstichen,de,488,2,False,-0.0003598354815039,,PI
2153,2153,pi_news,http://www.pi-news.net/2019/10/von-revolutionen-realitaeten-und-klimamodellen/,"Von Revolutionen, Realitäten und Klimamodellen",de,1131,0,False,0.8484643697738647,,PI
2154,2154,pi_news,http://www.pi-news.net/2019/10/balkan-krieg-in-abensberg-ein-toter-und-ein-schwerverletzter/,Balkan-Krieg in Abensberg – Ein Toter und ein Schwerverletzter,de,415,3,False,-0.0116103552281856,,Eugen Prinz
2155,2155,pi_news,http://www.pi-news.net/2019/10/akif-pirincci-zentrum-der-luegen/,Akif Pirinçci: Zentrum der Lügen,de,1017,0,False,-0.0213082171976566,,PI
2156,2156,pi_news,http://www.pi-news.net/2020/06/buergerkriegsartige-ausschreitungen-in-stuttgart/,Bürgerkriegsartige Ausschreitungen in Stuttgart,de,352,0,False,-0.0237774737179279,,Manfred Rouhs
2157,2157,pi_news,http://www.pi-news.net/2019/10/warum-demonstrieren-deutschlands-armutsrentner-nicht-gegen-merkel-co/,Warum demonstrieren Deutschlands „Armutsrentner“ nicht gegen Merkel & Co.?,de,527,3,False,-0.8849815130233765,,PI
2158,2158,pi_news,http://www.pi-news.net/2020/06/duisburg-marxloh-clans-drohen-den-unglaeubigen-mit-2000-kalaschnikows/,Duisburg-Marxloh: Clans drohen „den Ungläubigen“ mit 2000 Kalaschnikows,de,875,5,False,-0.0145244458690285,,Eugen Prinz
2159,2159,pi_news,http://www.pi-news.net/2019/11/wer-sind-die-drahtzieher-der-zuwanderung-und-was-ist-ihr-motiv/,Wer sind die Drahtzieher der Zuwanderung und was ist ihr Motiv?,de,426,4,False,-0.027914123609662,,Eugen Prinz
2160,2160,pi_news,http://www.pi-news.net/2019/07/italienischer-tv-sender-dokumentiert-schlepper-unwesen/,Italienischer TV-Sender dokumentiert Schlepper-Unwesen,de,330,0,False,-0.010329058393836,,PI
2161,2161,pi_news,http://www.pi-news.net/2019/11/schleswig-holstein-rekrutiert-fluechtlinge-vor-ort/,Schleswig-Holstein rekrutiert „Flüchtlinge“ vor Ort,de,372,0,False,-0.0170474927872419,,PI
2162,2162,pi_news,http://www.pi-news.net/2019/10/oesterreich-afghane-will-fluechtlingshelfer-schaechten-und-ermordet-landwirt/,Österreich: Afghane will Flüchtlingshelfer schächten und ermordet Landwirt,de,784,4,False,-0.0247809402644634,,PI
2163,2163,pi_news,http://www.pi-news.net/2019/11/koengen-lkw-fuehrerschein-fuer-syrische-zuwanderer/,Köngen: LKW-Führerschein für syrische Zuwanderer,de,789,3,False,-0.0090513890609145,,Eugen Prinz
2164,2164,pi_news,http://www.pi-news.net/2019/10/voelklingen-sieht-so-die-dankbarkeit-syrischer-fluechtlinge-aus/,Völklingen: Sieht so die Dankbarkeit syrischer Flüchtlinge aus?,de,656,3,False,-0.0147168496623635,,Eugen Prinz
2165,2165,pi_news,http://www.pi-news.net/2019/04/herr-obama-dich-donald-putin-erhoeret-uns/,"Herr, Obama Dich, Donald, Putin, erhöret uns …",de,804,0,False,-0.0083309523761272,,PI
2166,2166,pi_news,http://www.pi-news.net/2019/06/thueringen-asyl-algerier-sticht-jessika-28-nieder-lebensgefahr/,Thüringen: Asyl-Algerier sticht Jessika (28) nieder – Lebensgefahr,de,418,2,False,-0.0235947612673044,,PI
2167,2167,pi_news,http://www.pi-news.net/2019/11/der-beitrag-der-deutschen-zur-gescheiterten-integration/,Der Beitrag der Deutschen zur gescheiterten Integration,de,1116,6,False,-0.0032324630301445,,Eugen Prinz
2168,2168,pi_news,http://www.pi-news.net/2020/03/wer-jaehrlich-40-milliarden-asylkosten-verpulvert-darf-ruhig-mehr-zahlen/,"Wer jährlich 40 Mrd. Asylkosten verpulvert, darf ruhig mehr zahlen!",de,718,3,False,-0.0091794542968273,,libero3.1
2169,2169,pi_news,http://www.pi-news.net/2020/03/die-kapitulation-der-eu-vor-der-migrationswaffe-ist-abzusehen/,Die Kapitulation der EU vor der Migrationswaffe ist abzusehen,de,554,4,False,-0.018005009740591,,Eugen Prinz
2170,2170,pi_news,http://www.pi-news.net/2020/03/deutschland-verbloedet-2/,Deutschland verblödet,de,616,4,False,-0.0210404489189386,,libero3.1
2171,2171,pi_news,http://www.pi-news.net/2019/11/der-11-millionen-euro-teure-fluechtling/,"Der 1,1 Millionen Euro teure Flüchtling",de,641,4,False,-0.0041590193286538,,Eugen Prinz
2172,2172,pi_news,http://www.pi-news.net/2020/03/asylanten-wider-willen/,„Asylanten wider Willen“,de,672,0,False,-0.0083078118041157,,libero3.1
2173,2173,pi_news,http://www.pi-news.net/2020/10/interne-bka-analyse-tatverdaechtige-zuwanderer-bei-mord-und-totschlag/,Interne BKA-Analyse: Tatverdächtige Zuwanderer bei Mord und Totschlag,de,498,2,False,-0.0126938372850418,,Cassandra
2174,2174,pi_news,http://www.pi-news.net/2020/03/frankfurt-oeffnete-fuer-awo-abzocker-alle-tueren/,Frankfurt öffnete für AWO-Abzocker alle Türen,de,682,0,False,-0.0542798899114131,,libero3.1
2175,2175,pi_news,http://www.pi-news.net/2019/11/friedrich-merz-und-die-maer-einer-konservativen-cdu-wende/,Friedrich Merz und die Mär einer konservativen CDU-Wende,de,770,0,False,-0.0190632808953523,,PI
2176,2176,pi_news,http://www.pi-news.net/2020/02/serbien-zieht-pflege-notbremse/,Serbien zieht Pflege-Notbremse,de,344,0,False,-0.0573961026966571,,PI
2177,2177,pi_news,http://www.pi-news.net/2020/03/lieber-assad-und-putin-in-syrien-als-erdogan-maas-und-roettgen/,"Lieber Assad und Putin in Syrien als Erdogan, Maas und Röttgen",de,351,0,False,-0.4016912877559662,,kewil
2178,2178,pi_news,http://www.pi-news.net/2020/03/ard-pastorin-will-parlamente-stuermen-in-denen-neofaschisten-sitzen/,"ARD-Pastorin will „Parlamente stürmen, in denen Neofaschisten sitzen“",de,558,2,False,-0.0394516736268997,,PI
2179,2179,pi_news,http://www.pi-news.net/2020/03/migrant-zu-afd-abgeordneten-ich-schlage-euch-alle-zusammen/,Migrant zu AfD-Abgeordneten: „Ich schlage euch alle zusammen!“,de,441,3,False,-0.9226227402687072,,Eugen Prinz
2180,2180,pi_news,http://www.pi-news.net/2020/03/deutschland-will-fluechtlingskinder-aus-griechischen-lagern-aufnehmen/,Deutschland will „Flüchtlingskinder“ aus griechischen Lagern aufnehmen,de,417,0,False,-0.0234883595257997,,libero3.1
2181,2181,pi_news,http://www.pi-news.net/2019/11/linz-migrantenkinder-spielen-auf-offener-strasse-hinrichtung/,Linz: Migrantenkinder spielen auf offener Straße „Hinrichtung“,de,661,5,False,-0.011291273869574,,Eugen Prinz
2182,2182,pi_news,http://www.pi-news.net/2019/11/anne-will-co-auch-nur-voelkische-kartoffeln/,Anne Will & Co: Auch nur völkische „Kartoffeln“!,de,640,0,False,-0.060907743871212,,PI
2183,2183,pi_news,http://www.pi-news.net/2020/07/bonn-27-jaehriger-von-dunkelhaeutigen-gejagt-und-getreten/,Bonn: 27-Jähriger von „Dunkelhäutigen“ gejagt und getreten,de,158,0,False,-0.0015630614943802,,PI
2184,2184,pi_news,http://www.pi-news.net/2020/09/der-reichstagssturm-der-stuehle/,Der Reichstagssturm der Stühle,de,417,1,False,-0.0111285746097564,,libero3.1
2185,2185,pi_news,http://www.pi-news.net/2019/03/heilsbringer-heil-elf-prozent-hoehere-geldleistungen-fuer-asylanten/,Heilsbringer Heil: Elf Prozent höhere Geldleistungen für Asylanten!,de,718,4,False,-0.0037470553070306,,PI
2186,2186,pi_news,http://www.pi-news.net/2019/04/taufen-fuer-asyl-verramscht-evangelische-kirche-ihren-glauben/,Taufen für Asyl: Verramscht evangelische Kirche ihren Glauben?,de,618,3,False,-0.0045256307348608,,PI
2187,2187,pi_news,http://www.pi-news.net/2020/02/hamburg-bei-spd-wahlerfolg-mehr-fluechtlinge/,Hamburg: Bei SPD-Wahlerfolg mehr Flüchtlinge,de,188,0,False,-0.9258657097816468,,PI
2188,2188,pi_news,http://www.pi-news.net/2019/04/seenotretter-werden-zunehmend-nervoes/,„Seenotretter“ werden zunehmend nervös,de,712,0,False,-0.0348880141973495,,PI
2189,2189,pi_news,http://www.pi-news.net/2019/03/worms-allahu-akbar-rufe-bei-trauerandacht-fuer-mordopfer-cynthia/,Worms: „Allahu Akbar“-Rufe bei Trauerandacht für Cynthia,de,1243,7,False,-0.0091712158173322,,dago15
2190,2190,pi_news,http://www.pi-news.net/2019/07/ashausen-1000-schwarzafrikanische-stroemen-aus-einem-zug/,Ashausen: 1000 Schwarzafrikaner strömen aus einem Zug,de,490,2,False,-0.0207393337041139,,Eugen Prinz
2191,2191,pi_news,http://www.pi-news.net/2020/03/brandheiss-23-im-bundestag-mit-corinna-miazga-und-stephan-brandner/,Brandheiß #23 im Bundestag – mit Corinna Miazga & Stephan Brandner,de,336,1,False,-0.0251680463552474,,Eugen Prinz
2192,2192,pi_news,http://www.pi-news.net/2019/09/was-deutsche-gutmenschen-aus-der-cook-pleite-lernen-koennen/,Was deutsche Gutmenschen aus der Cook-Pleite lernen können,de,648,2,False,-0.4904100000858307,,PI
2193,2193,pi_news,http://www.pi-news.net/2019/12/weihnacht-2019-christenverfolgung-nimmt-dramatisch-zu/,Weihnacht 2019: Christenverfolgung nimmt dramatisch zu,de,612,3,False,-0.2501600384712219,,PI
2194,2194,pi_news,http://www.pi-news.net/2019/12/weihnachtsabend-mann-schubst-mann-vor-nuernberger-u-bahn/,Weihnachtsabend: „Mann“ „schubst“ „Mann“ vor Nürnberger U-Bahn,de,702,2,False,-0.9496939778327942,,PI
2195,2195,pi_news,http://www.pi-news.net/2019/09/tag-der-opfer-der-bunten-republik-mitmachen/,Tag der Opfer der Bunten Republik: Mitmachen!,de,669,0,False,-0.0347727052867412,,PI
2196,2196,pi_news,http://www.pi-news.net/2020/02/islamdemo-nennt-eure-kinder-beim-namen-nazischweine-und-missgeburten/,„Nennt Eure Kinder beim Namen: Nazischweine und Missgeburten!“,de,491,0,False,-0.0593782067298889,,PI
2197,2197,pi_news,http://www.pi-news.net/2020/07/fahrkartenkontrolle-wird-zu-einem-stueck-aus-dem-tollhaus/,Fahrkartenkontrolle wird zu einem Stück aus dem Tollhaus,de,570,3,False,-0.9667527675628662,,Eugen Prinz
2198,2198,pi_news,http://www.pi-news.net/2019/02/berlin-mufl-schlagen-mit-metallstange-auf-18-jaehrigen-deutschen-ein/,Berlin: MUFL schlagen mit Metallstange auf 18-jährigen Deutschen ein,de,201,0,False,-0.0064541492611169,,PI
2199,2199,pi_news,http://www.pi-news.net/2020/02/islamische-sprechpuppe-sawsan-chebli-unterliegt-tim-kellner-vor-gericht/,„Islamische Sprechpuppe“ Sawsan Chebli unterliegt Tim Kellner vor Gericht,de,294,0,False,-0.9381920099258424,,PI
2200,2200,pi_news,http://www.pi-news.net/2020/09/moria-in-flammen/,Moria in Flammen,de,286,0,False,-0.0121435606852173,,libero3.1
2201,2201,pi_news,http://www.pi-news.net/2019/12/gruenen-chef-habeck-will-kinder-aus-fluechtlingslagern-griechenlands-holen/,Grünen-Chef Habeck will Kinder aus Flüchtlingslagern Griechenlands holen,de,663,3,False,-0.009382976219058,,Eugen Prinz
2202,2202,pi_news,http://www.pi-news.net/2020/06/die-unbrauchbaren-vorschlaege-im-kielwasser-der-buergerkriegsnacht/,Die unbrauchbaren Vorschläge im Kielwasser der Bürgerkriegsnacht,de,982,8,False,-0.1513851284980774,,Eugen Prinz
2203,2203,pi_news,http://www.pi-news.net/2020/09/wir-muessen-es-mit-der-langen-dunkelheit-morias-aufnehmen/,Wir müssen es mit der langen Dunkelheit Morias aufnehmen,de,460,0,False,-0.0060031102038919,,libero3.1
